ETC_20150317_000102	A large, strong, tough monster and reluctant prey of hunters.	크고 강하고 질기지만 일부러 사냥하러 다니기에는 꺼림직한 몬스터입니다.				
ETC_20150317_000103	Big Green Griba	초록 빅 그리바				
ETC_20150317_000104	Big Red Griba	붉은 빅 그리바				
ETC_20150317_000105	Old Kepa	늙은케파				
ETC_20150317_000106	Kepa age quickly at the expense of their strength. Be careful of its pungent odor, which has gotten stronger with age.	케파가 꽃을 피우느라 폭삭 늙어버렸습니다. 매운 향이 한층 더 강해졌으니 주의.				
ETC_20150317_000107	Gelsvas Old Kepa	겔스바스 늙은케파				
ETC_20150317_000108	Black Old Kepa	검은 늙은케파				
ETC_20150317_000109	Red Old Kepa	붉은 늙은케파				
ETC_20150317_000110	Its dilapidated color from aging only substantiates its danger.	늙어 색이 변할 정도로 오래 생존한 케파는 그런 만큼 더 위험합니다.	ETC_20150317_000106	Kepa age quickly at the expense of their strength. Be careful of its pungent odor, which has gotten stronger with age.	케파가 꽃을 피우느라 폭삭 늙어버렸습니다. 매운 향이 한층 더 강해졌으니 주의.	
ETC_20150317_000111	Large Old Kepa	대형 늙은케파				
ETC_20150317_000112	Rafflesia	라플레시아				
ETC_20150317_000113	Green Rafflesia	초록 라플레시아				
ETC_20150317_000114	Black Rafflesia	검은 라플레시아				
ETC_20150317_000115	This plant's leaves are stronger than leather.	이 식물의 잎은 가죽보다 강하다고 합니다.				
ETC_20150317_000116	Red Rafflesia	붉은 라플레시아				
ETC_20150317_000117	Raffly	라플리				
ETC_20150317_000118	Even after undergoing mutations, Raffly continue to hunt small insects.	라플리 변이된 후에도 작은 곤충을 사냥합니다.				
ETC_20150317_000119	Blue Raffly	푸른 라플리				
ETC_20150317_000120	Gray Raffly	회색 라플리				
ETC_20150317_000121	Black Raffly	검은 라플리				
ETC_20150317_000122	Ridimed	리디메드				
ETC_20150317_000123	Blue Ridimed	푸른 리디메드				
ETC_20150317_000124	Even though it mutated from a herb, its entire body is now made of solid wood.	풀에서 변형되었지만 지금은 몸전체가 단단한 목질입니다.				
ETC_20150317_000125	Black Ridimed	검은 리디메드				
ETC_20150317_000126	Red Ridimed	붉은 리디메드				
ETC_20150317_000127	Sakmoli	사크몰리				
ETC_20150317_000128	Attacking its legs will not cause it to topple over.	다리를 공격한다고 쓰러지지 않습니다. 				
ETC_20150317_000129	Green Sakmoli	초록 사크몰리				
ETC_20150317_000130	Orange Sakmoli	주홍 사크몰리				
ETC_20150317_000131	Black Sakmoli	검은 사크몰리				
ETC_20150317_000132	Rikaus	리카우스				
ETC_20150317_000133	Green Apparition	초록 어패리션				
ETC_20150317_000134	Ghosts affected by demons often change their appearance in a way similar to this.	마족의 영향을 받은 유령은 이처럼 생김새가 달리지는 일이 많습니다.				
ETC_20150317_000135	Black Apparition	검은 어패리션				
ETC_20150317_000136	Spectra	스펙트라				
ETC_20150317_000137	Black Spectra	검은 스펙트라				
ETC_20150317_000138	Unlike other wraith monsters, these monsters were often evil souls even when they were alive.	다른 먕령류의 몬스터와 달리 이들은 살았을 적에도 사악한 영혼인 경우가 많습니다.				
ETC_20150317_000139	Giant Specter	대형 스펙터				
ETC_20150317_000140	Specter of Deceit	현혹의 스펙터				
ETC_20150317_000141	Green Rikaus	초록 리카우스				
ETC_20150317_000142	Spectron	스펙트론				
ETC_20150317_000143	Specter Monarch	스펙터 군주				
ETC_20150317_000144	Thornball	던볼				
ETC_20150317_000145	This floating seed has transmuted, losing its outer fluff for a solid shell and thorns. However, its ability to float has stayed intact.	부유형 씨앗이 변이되면서 부유능력은 잃지 않고 솜털은 가시와 단단한 외피로 변형된 몬스터입니다.				
ETC_20150317_000146	Big Thornball	빅던볼				
ETC_20150317_000147	Woodspirit	우드스피릿				
ETC_20150317_000148	Blue Woodspirit	푸른 우드스피릿				
ETC_20150317_000149	Green Woodspirit	초록 우드스피릿				
ETC_20150317_000150	Woodsman	우드맨				
ETC_20150317_000151	The fact that the Woodsman can't move is a real blessing.	우드맨이 움직이지 못하는 점은 큰 축복이라 하겠습니다.				
ETC_20150317_000152	Blue Woodsman	푸른 우드맨				
ETC_20150317_000153	Gray Woodsman	회색 우드맨				
ETC_20150317_000154	Red Woodsman	붉은 우드맨				
ETC_20150317_000155	Dark Slime	다크슬라임				
ETC_20150317_000156	Although slimes are similar in appearance, they vary in species due to differences between the materials they originated from.	슬라임은 최종 형태는 비슷해도 원형이 되는 물질의 차이에 따라 다양한 종류가 생깁니다.				
ETC_20150317_000157	Rusrat	러스라트				
ETC_20150317_000158	These guardians were placed in many tombs, starting with the Royal Mausoleum of Zachariel the Great, to stop intruders. Its name came from grave robbers who've encountered them.	자카리엘 왕릉을 시점으로 여러 유적에 배치되어 침입자를 처치하면서 도굴꾼들에게 얻은 별명입니다.				
ETC_20150317_000159	Medakia	메다키아				
ETC_20150317_000160	The Medakia were created by court wizards to fend off intruders that were more dangerous than grave robbers.	궁정마법사들은 침입자가 단순 도굴꾼이 아닐 때를 대비해 메다키아를 만들었습니다.				
ETC_20150317_000161	Wheelen	휠렌				
ETC_20150317_000162	The Wheelen is one of many magical creations made to protect the sealed tombs that have no current overseer.	밀폐된 유적을 관리자없이 수호하기 위해 다양한 마법피조물이 만들어졌으며 휠렌도 그 한 종류입니다				
ETC_20150317_000163	Wheelen 3	휠렌3				
ETC_20150317_000164	Mauros	마우로스				
ETC_20150317_000165	The stone cavalry of the Royal Mausoleum are magical creations made to withstand even the most heavily-armed of knights.	왕릉석기병은 강하고 노련한 중무장 기사도 감당할 정도로 만들어진 마법피조물입니다.				
ETC_20150317_000166	Truffle	트리펠리				
ETC_20150317_000167	For reasons unknown, this monster holds an extreme hatred towards humans. It prefers to attack humans rather than hunt more suitable prey, or even care about its own survival.	원인은 모르나 인간을 극히 증오하는 몬스터이며 생존이나 먹이보다 인간을 공격하기 좋아합니다.				
ETC_20150317_000168	Trufflelia	트리펠리아				
ETC_20150317_000169	Bramble	브람블				
ETC_20150317_000170	Bramble Ego	브람블의 분신				
ETC_20150317_000171	Willow	윌로우				
ETC_20150317_000172	Willowna	윌로우나				
ETC_20150317_000173	Hanaming	하나밍				
ETC_20150317_000174	Leaves fallen from a dead Hanaming wither rapidly.	하나밍이 죽으며 떨어진 잎은 대개 급속히 시듭니다.				
ETC_20150317_000175	Chupacabra	츄파카브라				
ETC_20150317_000176	Their numbers grew after the Great Plant Cataclysm; now they tend to compete with humans for territory.	초목재앙 이후 수가 늘어나면서 인간과 영역을 다투는 경향이 커졌습니다.				
ETC_20150317_000177	Gray Chupacabra	회색 츄파카브라				
ETC_20150317_000178	Large Gray Chupacabra	대형 회색 츄파카브라				
ETC_20150317_000179	Chupacabras move quite stealthily. That being said, it's much more dangerous for humans if there are elite Chupacabras.	츄파카브라는 은밀하게 움직입니다. 그리고 이 점은 엘리트 츄파카브라의 경우 인간에게 더욱 위험합니다. 	ETC_20150317_000176	Their numbers grew after the Great Plant Cataclysm; now they tend to compete with humans for territory.	초목재앙 이후 수가 늘어나면서 인간과 영역을 다투는 경향이 커졌습니다.	
ETC_20150317_000180	Yellow Chupacabra	노란 츄파카브라				
ETC_20150317_000181	Popolion	포포리온				
ETC_20150317_000182	A Popolion's voice is said to break even glass bottles.	누군가에 의하면 포포리온의 고음은 유리병도 깨뜨릴 수 있다고 합니다.				
ETC_20150317_000183	Sauga	사우가				
ETC_20150317_000184	Saugas	사우가스				
ETC_20150317_000185	Scorpion	스콜피온				
ETC_20150317_000186	Tontulia	톤투리아				
ETC_20150317_000187	The Tontulia is a more mobile mutation of the Tontus.	톤투스가 활동력을 지니도록 변이한 몬스터입니다.				
ETC_20150317_000188	Tontus	톤투스				
ETC_20150317_000189	As cacti mutated into Tontus, the lives of the residents in desert environments worsened.	선인장이 톤투스로 변이되면서 건조한 지역 거주자의 힘든 환경은 더욱 악화되었습니다. 				
ETC_20150317_000190	Vekarabe	베카라베				
ETC_20150317_000191	Compared to other animal species, the Vekarabe didn't change much from their original form when they turned into monsters. However, their aggresion definitely is a new addition.	베카라베는 다른 동물에 비하면 원형 그대로 몬스터화했습니다. 물론 공격성은 예외입니다.				
ETC_20150317_000192	Geppetto	제페토				
ETC_20150317_000193	The name of this monster suits its appearance, but it doesn't reflect its nature at all.	이 몬스터의 명칭은 외양과는 어울리지만, 그 성질은 전혀 반영하지 않고 있습니다.				
ETC_20150317_000194	Boowook	부우크				
ETC_20150317_000195	The Boowook are one of the many defensive systems left by Zachariel the Great in the Royal Mausoleum.	자카리엘이 남긴 왕릉의 수비시설 중의 하나입니다.				
ETC_20150317_000196	Bearkaras	베아카라스				
ETC_20150317_000197	Pino	피노				
ETC_20150317_000198	The Pino was named so after its first discoverers noticed it held similarities with the Geppetto.	초기 발견자들은 제페토와 피노 사이에 유사성이 있다고 생각해 이런 이름을 붙였습니다.				
ETC_20150317_000199	Helmet Bug	투구벌레				
ETC_20150317_000200	Monsters that have simply grown in size and aggressiveness are a sight for sore eyes, at least when compared to some of the other terrors in this world.	단순히 크기와 공격성만 더 강화된 이런 몬스터는 차라리 안심이 됩니다.				
ETC_20150317_000201	Coliflower	콜리플라워				
ETC_20150317_000202	Though this stationary monster isn't especially hostile towards humans, it still attacks all warm-blooded animals.	이 고정형 몬스터는 딱히 인간에게 적대적이진 않으나 모든 항온동물을 공격합니다.				
ETC_20150317_000203	Coliflowerr	콜리플라워르				
ETC_20150317_000204	Vikaras	비카라스				
ETC_20150317_000205	Although originally created to defend the Royal Mausoleum, it has since shifted into a state that attacks anyone who enters.	기원은 왕릉의 시설물이지만 현재는 모든 생명체를 공격하는 오작동 상태입니다.				
ETC_20150317_000206	Cockatrice	코카트리스				
ETC_20150317_000207	While the normal Cockatrice is fairly small, its terrifying breath and glance can petrify its foes instantly.	작은 크기의 코카트리스입니다. 물론 석화에 주의해야합니다.				
ETC_20150317_000208	Tombdog	툼독				
ETC_20150317_000209	Zinutekas	지누테카스				
ETC_20150317_000210	Though their appearance can be mistaken with other similar-looking monsters, Zinutekas are artificially constructed by magic.	외양이 유사한 다른 몬스터와 혼동되기도 하지만, 이들은 인공적인 마법피조물입니다.				
ETC_20150317_000211	Pokubu	포쿠부				
ETC_20150317_000212	Despite its appearance, the Pokubu can be quite ferocious.	겉모습이 어떻든 포쿠부는 흉폭한 야수입니다.				
ETC_20150317_000213	Gray Pokubu	회색 포쿠부				
ETC_20150317_000214	Zinutena	지누테나				
ETC_20150317_000215	Lauzinutena	라우지누테나				
ETC_20150317_000216	Dandel	단델				
ETC_20150317_000217	What's more frightening than a Dandel's soft, keratinized hair is its vitality and aggressiveness.	단델의 솜털이 각질화한 것보다 무서운 것은 늘어난 활동력과 공격성입니다. 				
ETC_20150317_000218	Candle Spider	양초거미				
ETC_20150317_000219	Blue Candle Spider	푸른 양초거미				
ETC_20150317_000220	Yellow Candle Spider	노란 양초거미				
ETC_20150317_000221	Corpse Flower	시체꽃				
ETC_20150317_000222	Blue Corpse Flower	푸른 시체꽃				
ETC_20150317_000223	Green Corpse Flower	초록 시체꽃				
ETC_20150317_000224	Winged Frog	날개 개구리				
ETC_20150317_000225	Due to its environment, this monster has come to have a variety of forms. This one has evolved to have wings.	개구리는 환경에 따라 다양한 형태로 몬스터화 되었는데 이 경우에는 날개를 지니도록 변형되었습니다.				
ETC_20150317_000226	Green Winged Frog	초록 날개 개구리				
ETC_20150317_000227	Gray Winged Frog	회색 날개 개구리				
ETC_20150317_000228	Liverwort	우산이끼				
ETC_20150317_000229	Liverwort v2	우산이끼v2				
ETC_20150317_000230	Leaf Bug	잎방개				
ETC_20150317_000231	Despite its appearance, these creatures are not hollow on the inside.	잎방개의 속은 비어있지 않습니다. 				
ETC_20150317_000232	Catacombs Leaf Bug	카타콤 잎방개				
ETC_20150317_000233	King Liverwort	킹 우산이끼				
ETC_20150317_000234	Unfortunate Liverwort	불길한 킹 우산이끼				
ETC_20150317_000235	Salamion	살라미온				
ETC_20150317_000236	Salindy	살린디				
ETC_20150317_000237	Salun	살룬				
ETC_20150317_000238	Gravegolem	묘지골렘				
ETC_20150317_000239	Originally created with good intentions, the golem now lives possessed by evil energy.	본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이는 골렘입니다.				
ETC_20150317_000240	Drake	드레이크				
ETC_20150317_000241	A lesser demon summoned by its demonic superiors to invade towers.	탑의 공략을 위해 마족들이 마계에서 차출한 하위마족입니다. 				
ETC_20150317_000242	Green Drake	초록 드레이크				
ETC_20150317_000243	These lesser demons come in countless types due to their populous numbers.	하급 마족으로 마계에는 이들이 수를 셀 수 없을 정도로 많고 종류도 다양하다고 합니다.				
ETC_20150317_000244	Black Drake	검은 드레이크				
ETC_20150317_000245	This species was once fairly rare; however, in recent times, their numbers have greatly increased.	이들은 원래 희귀한 생물이었으나 근래 숫자가 늘어났습니다.				
ETC_20150317_000246	Big Cockatrice	빅 코카트리스				
ETC_20150317_000247	The Big Cockatrice is quite dangerous, as its glare and breath can petrify any opponent. Engaging this creature should not be taken lightly.	대형 코카트리스입니다. 위험성, 특히 석화위험성은 아무리 강조해도 지나치지 않습니다.				
ETC_20150317_000248	Green Cockat	초록 코카트				
ETC_20150317_000249	Red Cockat	붉은 코카트				
ETC_20150317_000250	Sequoia	세콰이아				
ETC_20150317_000251	Blue Sequoia	푸른 세콰이아				
ETC_20150317_000252	Corrupted	코럽티드				
ETC_20150317_000253	Blue Corrupted	푸른 코럽티드				
ETC_20150317_000254	Bagworm	누덕고치				
ETC_20150317_000255	The number of Bagworms is no longer increasing, yet its current population is enough not to worry about extinction.	누덕고치는 더 이상 발생하지는 않지만, 현재 개체수만으로도 멸종을 걱정할 필요가 없는 몬스터입니다. 				
ETC_20150317_000256	Bagworm	누덕고치트				
ETC_20150317_000257	Sequoia Flame	세콰이아의 불길				
ETC_20150317_000258	Its body vanishes if you stay away from it for a long time.	본체에서 오랜 시간 멀어지면 자연히 소멸됩니다.				
ETC_20150317_000259	Old Hook	누덕 갈고리				
ETC_20150317_000260	It used its hook on a large monster to come over from the demon realm, and has underwent a lot of change.	큰 몬스터에게 갈고리를 사용하여 붙어서 마계로부터 넘어온 후 많은 변화를 한 몬스터입니다. 				
ETC_20150317_000261	Stumpy Tree	몽당 나무				
ETC_20150317_000262	Even though there are less logging activities, the monsters that originated from the stumps continue to show up. They appear to be formed out of the residues of Plant-type monsters.	벌목이 줄었어도 그루터기에서 기인한 이 몬스터는 계속 생깁니다. 수목형 몬스터의 잔재에서 생성이 목격됩니다. 				
ETC_20150317_000263	Catacomb Gravegolem	카타콤 묘지골렘				
ETC_20150317_000264	Root Mole	뿌리두더쥐				
ETC_20150317_000265	Poiming	포이밍				
ETC_20150317_000266	Root of the Tree Mole	나무뿌리 두더지				
ETC_20150317_000267	Eye of Mirtis	미르티스의 눈				
ETC_20150317_000268	Eye of Great Mirtis	대형 미르티스의 눈				
ETC_20150317_000269	Stone	돌				
ETC_20150317_000270	Vubbe Extermination Bomb	부베 박멸용 폭탄				
ETC_20150317_000271	Time Bomb (score dungeon only)	시한폭탄 (스코어던전 전용)				
ETC_20150317_000272	Time Bomb	시한폭탄				
ETC_20150317_000273	OBB stone	OBB돌				
ETC_20150317_000274	Male Wizard	남자 마법사				
ETC_20150317_000275	Female Wizard	여자 마법사				
ETC_20150317_000276	Damaged Seal	파손된 봉인				
ETC_20150317_000277	Symbol of Sin	죄악의 상징				
ETC_20150317_000278	(Temporary) Prison Control Device	(임시)감옥 통제 장치				
ETC_20150317_000279	Collapsed Guard	쓰러진 경비병				
ETC_20150317_000280	Mercenary	용병				
ETC_20150317_000281	Ghost Soldier	유령 병사				
ETC_20150317_000282	Deserter	탈영병				
ETC_20150317_000283	Lunatic Soldier	광증걸린 전투병				
ETC_20150317_000284	Tied Combatant	묶인 전투원				
ETC_20150317_000285	Mercenary Officer	용병 장교				
ETC_20150317_000286	Condottiere	용병 대장				
ETC_20150317_000287	Shield Mercenary	방패 용병				
ETC_20150317_000288	Ghost Armor	유령 갑옷				
ETC_20150317_000289	Large Ghost Armor	대형 유령 갑옷				
ETC_20150317_000290	Follower Ghost	신도 유령				
ETC_20150317_000291	Boy Ghost	유령 소년				
ETC_20150317_000292	Madam Ghost	유령 아줌마				
ETC_20150317_000293	Ghost Uncle	유령 아저씨				
ETC_20150317_000294	Follower Ghost Leader	신도 유령 수장				
ETC_20150317_000295	Follower Ghost (Alter Ego)	신도 유령(분신)				
ETC_20150317_000296	Three-Eyed Horn	뿔 세눈박이				
ETC_20150317_000297	Three-Eyed Wing	날개 세눈박이				
ETC_20150317_000298	Follower	신도				
ETC_20150317_000299	Heavy Infantry Zombie	좀비 중보병				
ETC_20150317_000300	Magic Book	매직북				
ETC_20150317_000301	Unripe Pumpkin	덜 익은 호박				
ETC_20150317_000302	Well Die Onion	잘 죽는 양파				
ETC_20150317_000303	Large HP Onion	피통 큰 양파				
ETC_20150317_000304	Amber Target	호박 타겟				
ETC_20150317_000305	Stake Stockades	방책				
ETC_20150317_000306	Defense Guardian	디펜스 수호물				
ETC_20150317_000307	Babauzi	바바우지스				
ETC_20150317_000308	Nachi Zombie	나사 좀비				
ETC_20150317_000309	Zombie Berserker	좀비 광전사				
ETC_20150317_000310	Candle Zombie	양초 좀비				
ETC_20150317_000311	Zombie Shooter	좀비 궁수				
ETC_20150317_000312	Wheelchair Zombie	휠체어 좀비				
ETC_20150317_000313	High Vubbe Archer	하이 부베 궁수				
ETC_20150317_000314	Desmodus	데스모두스				
ETC_20150317_000315	A popular theory is that you have to be a demon to use this messenger.	일설에는 마족들이 전령으로 이용한다고도 합니다.				
ETC_20150317_000316	Treasure Vubbe	트레저 부베				
ETC_20150317_000317	Vubbe Thief	부베 약탈자				
ETC_20150317_000318	The most commonly encountered Vubbe.	인간들에게 가장 자주 목격되는 부베입니다.				
ETC_20150317_000319	Red Vubbe Robber	붉은 부베 약탈자				
ETC_20150317_000320	Over time these Vubbes have become diverse and distinguishable.	지난 몇 년간 부베 사회는 시간이 지날수록 급격히 분화되고 복잡해져 왔습니다. 	ETC_20150317_000318	The most commonly encountered Vubbe.	인간들에게 가장 자주 목격되는 부베입니다.	
ETC_20150317_000321	Blue Vubbe Thief	푸른 부베 약탈자				
ETC_20150317_000322	Vubbe Miner	부베 광부				
ETC_20150317_000323	It is hard to determine whether their mining roles are permanent since little is known about the Vubbes' social system.	채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다. 				
ETC_20150317_000324	Red Vubbe Miner	붉은 부베 광부				
ETC_20150317_000325	Blue Vubbe Miner	푸른 부베 광부				
ETC_20150317_000326	Large Vubbe Miner	대형 부베 광부				
ETC_20150317_000327	Vubbe Archer	부베 궁수				
